Range,Attenuator 1,Attenuator 2,Power
-10,1.5,0.0,"[8.419765576091762e-05, 8.406205448507714e-05, 8.406205448507714e-05, 8.406205448507714e-05, 8.406205448507714e-05, 8.406205448507714e-05, 8.406205448507714e-05, 8.406205448507714e-05, 8.406205448507714e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05, 8.404270070999394e-05]"
-10,1.5,2.75,"[4.476102262460901e-05, 4.476102262460901e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.476102262460901e-05, 4.475071720476557e-05, 4.475071720476557e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.476102262460901e-05]"
-10,1.5,2.25,"[5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05, 5.018801279032415e-05]"
-10,1.6,0.0,"[8.256576326213262e-05, 8.218640803889055e-05, 8.220533433757725e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.216748609764343e-05, 8.216748609764343e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05, 8.218640803889055e-05]"
-10,1.6,2.75,"[4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.3772363793476565e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.3772363793476565e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.3772363793476565e-05, 4.3772363793476565e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.376228599453497e-05, 4.3772363793476565e-05, 4.376228599453497e-05]"
-10,1.6,2.25,"[4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.9079485344955586e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.9079485344955586e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05, 4.906818567679515e-05]"
-10,1.7,0.0,"[8.085371885255468e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.03341124757973e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05, 8.031561699226569e-05]"
-10,1.7,2.75,"[4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05, 4.276613474797275e-05]"
-10,1.7,2.25,"[4.7940217494151044e-05, 4.795125740813503e-05, 4.7940217494151044e-05, 4.7940217494151044e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.7940217494151044e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05, 4.795125740813503e-05]"
-10,1.8,0.0,"[7.868645865673946e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.850548482379969e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.850548482379969e-05, 7.852356346100719e-05, 7.850548482379969e-05, 7.852356346100719e-05, 7.850548482379969e-05, 7.852356346100719e-05, 7.850548482379969e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.852356346100719e-05, 7.850548482379969e-05, 7.852356346100719e-05]"
-10,1.8,2.75,"[4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05, 4.1811909334990346e-05]"
-10,1.8,2.25,"[4.689213428447355e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.689213428447355e-05, 4.689213428447355e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.68705446301803e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05, 4.688133821452653e-05]"
-10,1.9,0.0,"[7.717915155850124e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.671848181899856e-05, 7.67361489361819e-05, 7.671848181899856e-05, 7.671848181899856e-05, 7.67361489361819e-05, 7.671848181899856e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.671848181899856e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.67361489361819e-05, 7.671848181899856e-05]"
-10,1.9,2.75,"[4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.0850746766312494e-05, 4.0850746766312494e-05, 4.0850746766312494e-05, 4.0850746766312494e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05]"
-10,1.9,2.25,"[4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.5803640779082696e-05, 4.5803640779082696e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.5803640779082696e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.581418867145335e-05, 4.5803640779082696e-05, 4.5803640779082696e-05, 4.5803640779082696e-05]"
-10,2.0,0.0,"[7.514498463746845e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05, 7.498942093324559e-05]"
-10,2.0,2.75,"[3.9939258717802985e-05, 3.9939258717802985e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.993006342231624e-05, 3.9920870243880786e-05, 3.993006342231624e-05]"
-10,2.0,2.25,"[4.477133041763626e-05, 4.476102262460901e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.477133041763626e-05, 4.476102262460901e-05, 4.476102262460901e-05, 4.477133041763626e-05, 4.476102262460901e-05]"
-10,2.1,0.0,"[7.368854816494471e-05, 7.326558134796396e-05, 7.32824533138904e-05, 7.326558134796396e-05, 7.32824533138904e-05, 7.326558134796396e-05, 7.32824533138904e-05, 7.326558134796396e-05, 7.326558134796396e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05, 7.32824533138904e-05]"
-10,2.1,2.75,"[3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.903013019642092e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.903013019642092e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.903013019642092e-05, 3.902114421141359e-05, 3.903013019642092e-05, 3.902114421141359e-05]"
-10,2.1,2.25,"[4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.375221051582521e-05, 4.374213735681307e-05, 4.375221051582521e-05, 4.374213735681307e-05, 4.374213735681307e-05, 4.374213735681307e-05, 4.374213735681307e-05]"
-10,2.2,0.0,"[7.201119202497898e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.163083273130363e-05, 7.164732823911086e-05, 7.164732823911086e-05, 7.164732823911086e-05, 7.164732823911086e-05, 7.164732823911086e-05, 7.164732823911086e-05, 7.164732823911086e-05, 7.164732823911086e-05, 7.164732823911086e-05]"
-10,2.2,2.75,"[3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.8159264911893384e-05, 3.8159264911893384e-05, 3.8159264911893384e-05, 3.8159264911893384e-05, 3.8159264911893384e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.8159264911893384e-05, 3.8159264911893384e-05, 3.8159264911893384e-05, 3.815047942794383e-05, 3.815047942794383e-05, 3.815047942794383e-05]"
-10,2.2,2.25,"[4.278583381637387e-05, 4.277598314820378e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.277598314820378e-05, 4.277598314820378e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.277598314820378e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05, 4.278583381637387e-05]"
-10,2.3,0.0,"[7.016168330679756e-05, 7.000031591308968e-05, 7.001643593729747e-05, 7.000031591308968e-05, 7.000031591308968e-05, 7.001643593729747e-05, 7.000031591308968e-05, 7.000031591308968e-05, 7.000031591308968e-05, 7.000031591308968e-05, 7.000031591308968e-05, 7.000031591308968e-05, 7.001643593729747e-05, 7.001643593729747e-05, 7.001643593729747e-05, 7.000031591308968e-05, 7.001643593729747e-05, 7.000031591308968e-05, 7.000031591308968e-05, 7.001643593729747e-05, 7.001643593729747e-05, 7.001643593729747e-05, 7.001643593729747e-05, 7.001643593729747e-05, 7.001643593729747e-05]"
-10,2.3,2.75,"[3.729065399621525e-05, 3.729065399621525e-05, 3.729065399621525e-05, 3.729065399621525e-05, 3.728206849429566e-05, 3.729065399621525e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.729065399621525e-05, 3.728206849429566e-05, 3.729065399621525e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05, 3.728206849429566e-05]"
-10,2.3,2.25,"[4.179265867213062e-05, 4.1802282895403254e-05, 4.179265867213062e-05, 4.179265867213062e-05, 4.1802282895403254e-05, 4.179265867213062e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1811909334990346e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05, 4.1802282895403254e-05]"
-10,2.4,0.0,"[6.853304051260454e-05, 6.845418433584801e-05, 6.845418433584801e-05, 6.845418433584801e-05, 6.843842399195381e-05, 6.845418433584801e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.845418433584801e-05, 6.845418433584801e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05, 6.843842399195381e-05]"
-10,2.4,2.75,"[3.6450207083030436e-05, 3.6450207083030436e-05, 3.6450207083030436e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.6450207083030436e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05, 3.644181507888609e-05]"
-10,2.4,2.25,"[4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086956356281584e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05, 4.086015408138228e-05]"
-10,2.5,0.0,"[6.720475466282961e-05, 6.688057526849241e-05, 6.688057526849241e-05, 6.688057526849241e-05, 6.688057526849241e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.688057526849241e-05, 6.688057526849241e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.688057526849241e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.688057526849241e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.68959768631609e-05, 6.688057526849241e-05]"
-10,2.5,2.75,"[3.5628701940455304e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5612298094276216e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05, 3.5620499073084455e-05]"
-10,2.5,2.25,"[3.9939258717802985e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.994845613082856e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.994845613082856e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.994845613082856e-05, 3.9939258717802985e-05, 3.9939258717802985e-05, 3.994845613082856e-05, 3.994845613082856e-05, 3.994845613082856e-05, 3.994845613082856e-05, 3.994845613082856e-05, 3.994845613082856e-05, 3.9939258717802985e-05, 3.9939258717802985e-05]"
-10,2.6,0.0,"[6.540335094488952e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.535818751130749e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.535818751130749e-05, 6.534313996495986e-05, 6.535818751130749e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05, 6.534313996495986e-05]"
-10,2.6,2.75,"[3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05, 3.48016632215004e-05]"
-10,2.6,2.25,"[3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.90121602952676e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05, 3.902114421141359e-05]"
-10,2.7,0.0,"[6.423918168243863e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.38851619389802e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.38851619389802e-05, 6.38851619389802e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.387045353025889e-05, 6.38851619389802e-05, 6.387045353025889e-05, 6.387045353025889e-05]"
-10,2.7,2.75,"[3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4009480651219095e-05, 3.4009480651219095e-05, 3.4009480651219095e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4009480651219095e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4017312525179106e-05, 3.4009480651219095e-05, 3.4009480651219095e-05, 3.4009480651219095e-05, 3.4017312525179106e-05, 3.4009480651219095e-05]"
-10,2.7,2.25,"[3.8132914527677755e-05, 3.814169596669385e-05, 3.8132914527677755e-05, 3.8132914527677755e-05, 3.8132914527677755e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.8132914527677755e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.8132914527677755e-05, 3.814169596669385e-05, 3.8132914527677755e-05, 3.8132914527677755e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.8132914527677755e-05, 3.814169596669385e-05, 3.814169596669385e-05, 3.814169596669385e-05]"
-10,2.8,0.0,"[6.26469598107889e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.238784722719976e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.238784722719976e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05, 6.240221421389767e-05]"
-10,2.8,2.75,"[3.323533035774775e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322002844616505e-05, 3.322002844616505e-05, 3.322002844616505e-05, 3.322002844616505e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322767852110757e-05, 3.322002844616505e-05]"
-10,2.8,2.25,"[3.725632384666037e-05, 3.725632384666037e-05, 3.724774624863983e-05, 3.725632384666037e-05, 3.724774624863983e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05, 3.725632384666037e-05]"
-10,2.9,0.0,"[6.112234388984114e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.1009856008504875e-05, 6.099580958722386e-05, 6.1009856008504875e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.1009856008504875e-05, 6.099580958722386e-05, 6.1009856008504875e-05, 6.099580958722386e-05, 6.1009856008504875e-05, 6.1009856008504875e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05, 6.099580958722386e-05]"
